Date,Time,Event,Details
"2025-06-13","14:43:53","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:43:55","MAILER_CHECK","System mailer available? TRUE"
"2025-06-13","14:43:55","OTC_PROD_SEND_ATTEMPT","Mode=PROD, sending to Email='raman.lawal@jax.org'"
"2025-06-13","14:43:55","OTC_GENERATED","Group='Admin', Email='raman.lawal@jax.org', Code='438601', ExpiresAt='2025-06-13 14:48:55'"
"2025-06-13","14:43:55","SEND_OTC_ATTEMPT","Sending OTC to raman.lawal@jax.org"
"2025-06-13","14:43:55","SEND_OTC_OK","Successfully sent OTC to raman.lawal@jax.org"
"2025-06-13","14:43:55","OTC_SENT","Sent to 'raman.lawal@jax.org'? TRUE"
"2025-06-13","14:43:55","OTC_PROD_SENT","Mode=PROD, Email='raman.lawal@jax.org'"
"2025-06-13","14:44:18","GET_APPS_START","Querying qc_app_index for group 'Admin'"
"2025-06-13","14:44:19","GET_APPS_OK","Found 0 apps for group 'Admin'"
"2025-06-13","14:44:19","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:44:19","GET_APPS_START","Querying qc_app_index for group 'Admin'"
"2025-06-13","14:44:19","GET_APPS_OK","Found 0 apps for group 'Admin'"
"2025-06-13","14:44:19","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:44:19","GET_APPS_START","Querying qc_app_index for group 'Admin'"
"2025-06-13","14:44:19","GET_APPS_OK","Found 0 apps for group 'Admin'"
"2025-06-13","14:44:19","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:49:53","GET_APPS_START","Querying qc_app_index for group 'GaryChurchill_Lab_BH'"
"2025-06-13","14:49:53","GET_APPS_OK","Found 2 apps for group 'GaryChurchill_Lab_BH'"
"2025-06-13","14:49:53","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:49:53","GET_APPS_START","Querying qc_app_index for group 'GaryChurchill_Lab_BH'"
"2025-06-13","14:49:53","GET_APPS_OK","Found 2 apps for group 'GaryChurchill_Lab_BH'"
"2025-06-13","14:49:53","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:49:53","GET_APPS_START","Querying qc_app_index for group 'GaryChurchill_Lab_BH'"
"2025-06-13","14:49:53","GET_APPS_OK","Found 2 apps for group 'GaryChurchill_Lab_BH'"
"2025-06-13","14:49:53","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:50:04","GET_APPS_START","Querying qc_app_index for group 'NULL'"
"2025-06-13","14:50:04","GET_APPS_OK","Found 8 apps for group 'NULL'"
"2025-06-13","14:50:04","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:50:04","GET_APPS_START","Querying qc_app_index for group 'NULL'"
"2025-06-13","14:50:04","GET_APPS_OK","Found 8 apps for group 'NULL'"
"2025-06-13","14:50:04","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:50:04","GET_APPS_START","Querying qc_app_index for group 'NULL'"
"2025-06-13","14:50:04","GET_APPS_OK","Found 8 apps for group 'NULL'"
"2025-06-13","14:50:04","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:50:14","GET_APPS_START","Querying qc_app_index for group 'BethDumont_Lab_BH'"
"2025-06-13","14:50:14","GET_APPS_OK","Found 4 apps for group 'BethDumont_Lab_BH'"
"2025-06-13","14:50:14","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:50:14","GET_APPS_START","Querying qc_app_index for group 'BethDumont_Lab_BH'"
"2025-06-13","14:50:14","GET_APPS_OK","Found 4 apps for group 'BethDumont_Lab_BH'"
"2025-06-13","14:50:14","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:50:14","GET_APPS_START","Querying qc_app_index for group 'BethDumont_Lab_BH'"
"2025-06-13","14:50:15","GET_APPS_OK","Found 4 apps for group 'BethDumont_Lab_BH'"
"2025-06-13","14:50:15","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","15:30:50","APP_CACHE_CLEARED","Session cache expired and cleared."
"2025-06-13","15:41:26","APP_CACHE_CLEARED","Session cache expired and cleared."
"2025-06-13","16:10:08","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-13","16:10:08","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-13","16:10:08","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","16:10:08","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","16:10:09","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","16:10:09","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","17:10:09","APP_CACHE_CLEARED","Session cache expired and cleared."
"2025-06-13","18:00:37","DB_CONNECT_START","Connecting to DuckDB at /srv/shiny-server/.InputDatabase/duckDB/GTdashboardMetrics.duckdb"
"2025-06-13","18:00:37","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-13","18:00:37","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-13","18:00:37","GROUPS_INIT","Found 70 valid groups"
"2025-06-13","18:00:37","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_CT, GenomeTechnologies_Group_BH"
"2025-06-13","18:00:37","GT_EMAILS_AGGREGATED","Aggregated 22 unique GT emails"
"2025-06-13","18:00:37","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=22, after=22"
"2025-06-13","18:00:37","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=0, after=22"
"2025-06-13","18:00:37","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-13","18:00:37","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-13","18:00:38","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-13","18:00:46","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","18:00:46","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","18:00:46","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","18:00:46","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","18:03:24","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-13","18:03:29","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-14","09:07:30","DB_CONNECT_START","Connecting to DuckDB at /srv/shiny-server/.InputDatabase/duckDB/GTdashboardMetrics.duckdb"
"2025-06-14","09:07:31","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-14","09:07:31","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-14","09:07:31","GROUPS_INIT","Found 70 valid groups"
"2025-06-14","09:07:31","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_CT, GenomeTechnologies_Group_BH"
"2025-06-14","09:07:31","GT_EMAILS_AGGREGATED","Aggregated 22 unique GT emails"
"2025-06-14","09:07:31","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=22, after=22"
"2025-06-14","09:07:31","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=0, after=22"
"2025-06-14","09:07:31","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-14","09:07:31","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-14","09:07:31","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-14","09:07:45","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-14","09:07:45","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-14","09:07:45","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-14","09:07:45","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-14","09:23:32","MAILER_CHECK","System mailer available? TRUE"
"2025-06-14","09:23:32","OTC_PROD_SEND_ATTEMPT","Mode=PROD, sending to Email='raman.lawal@jax.org'"
"2025-06-14","09:23:32","OTC_GENERATED","Group='SingleCellBiology_Group_CT', Email='raman.lawal@jax.org', Code='782742', ExpiresAt='2025-06-14 09:28:32'"
"2025-06-14","09:23:32","SEND_OTC_ATTEMPT","Sending OTC to raman.lawal@jax.org"
"2025-06-14","09:23:32","SEND_OTC_OK","Successfully sent OTC to raman.lawal@jax.org"
"2025-06-14","09:23:32","OTC_SENT","Sent to 'raman.lawal@jax.org'? TRUE"
"2025-06-14","09:23:32","OTC_PROD_SENT","Mode=PROD, Email='raman.lawal@jax.org'"
"2025-06-14","09:24:10","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:24:10","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:24:10","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-14","09:24:10","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:24:10","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:24:10","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-14","09:24:10","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:24:10","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:24:10","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-14","09:24:10","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-14","09:24:10","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-14","09:24:10","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-14","09:24:10","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-14","09:24:19","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-14","09:24:19","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-14","09:24:20","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:24:20","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:24:20","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-14","09:24:20","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:24:20","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:24:20","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-14","09:24:20","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-14","09:24:20","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-14","09:24:20","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-14","09:24:20","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-14","09:25:07","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-14","09:25:07","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-14","09:25:07","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-14","09:25:07","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-14","09:25:09","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-14","09:25:09","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-14","09:25:18","MAILER_CHECK","System mailer available? TRUE"
"2025-06-14","09:25:18","OTC_PROD_SEND_ATTEMPT","Mode=PROD, sending to Email='raman.lawal@jax.org'"
"2025-06-14","09:25:18","OTC_GENERATED","Group='SingleCellBiology_Group_CT', Email='raman.lawal@jax.org', Code='862682', ExpiresAt='2025-06-14 09:30:18'"
"2025-06-14","09:25:18","SEND_OTC_ATTEMPT","Sending OTC to raman.lawal@jax.org"
"2025-06-14","09:25:19","SEND_OTC_OK","Successfully sent OTC to raman.lawal@jax.org"
"2025-06-14","09:25:19","OTC_SENT","Sent to 'raman.lawal@jax.org'? TRUE"
"2025-06-14","09:25:19","OTC_PROD_SENT","Mode=PROD, Email='raman.lawal@jax.org'"
"2025-06-14","09:25:40","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:25:40","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:25:40","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-14","09:25:41","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:25:41","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:25:41","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-14","09:25:41","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:25:41","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:25:41","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-14","09:25:41","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-14","09:25:41","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-14","09:25:41","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-14","09:25:41","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-14","09:25:43","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:25:43","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:25:43","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-14","09:25:43","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:25:43","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-14","09:25:43","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-14","09:25:43","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-14","09:25:43","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-14","09:25:43","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-14","09:25:43","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-14","09:31:31","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-14","09:31:32","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-14","09:31:37","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-17","09:33:55","DB_CONNECT_START","Connecting to DuckDB at /srv/shiny-server/.InputDatabase/duckDB/GTdashboardMetrics.duckdb"
"2025-06-17","09:33:55","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-17","09:33:55","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-17","09:33:55","GROUPS_INIT","Found 70 valid groups"
"2025-06-17","09:33:55","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_CT, GenomeTechnologies_Group_BH"
"2025-06-17","09:33:55","GT_EMAILS_AGGREGATED","Aggregated 22 unique GT emails"
"2025-06-17","09:33:55","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=22, after=22"
"2025-06-17","09:33:55","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=0, after=22"
"2025-06-17","09:33:55","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-17","09:33:55","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-17","09:33:55","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-17","09:34:00","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-17","09:34:01","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-17","09:34:01","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-17","09:34:01","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-17","09:56:35","MAILER_CHECK","System mailer available? TRUE"
"2025-06-17","09:56:35","OTC_PROD_SEND_ATTEMPT","Mode=PROD, sending to Email='raman.lawal@jax.org'"
"2025-06-17","09:56:35","OTC_GENERATED","Group='SingleCellBiology_Group_CT', Email='raman.lawal@jax.org', Code='092105', ExpiresAt='2025-06-17 10:01:35'"
"2025-06-17","09:56:35","SEND_OTC_ATTEMPT","Sending OTC to raman.lawal@jax.org"
"2025-06-17","09:56:35","SEND_OTC_OK","Successfully sent OTC to raman.lawal@jax.org"
"2025-06-17","09:56:35","OTC_SENT","Sent to 'raman.lawal@jax.org'? TRUE"
"2025-06-17","09:56:35","OTC_PROD_SENT","Mode=PROD, Email='raman.lawal@jax.org'"
"2025-06-17","09:57:02","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-17","09:57:03","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-17","09:57:03","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-17","09:57:03","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-17","09:57:03","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-17","09:57:03","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-17","09:57:03","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-17","09:57:03","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-17","09:57:03","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-17","09:57:03","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-17","09:57:03","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-17","09:57:03","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-17","09:57:03","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-17","09:57:05","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-17","09:57:05","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-17","09:57:05","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-17","09:57:05","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-17","09:57:05","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-17","09:57:05","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-17","09:57:05","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-17","09:57:05","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-17","09:57:05","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-17","09:57:05","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-17","09:57:05","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-17","09:57:05","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-17","10:34:09","APP_CACHE_CLEARED","Session cache expired and cleared."
"2025-06-17","10:57:09","APP_CACHE_CLEARED","Session cache expired and cleared."
"2025-06-17","11:55:08","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-17","11:55:08","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-17","11:55:14","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-18","11:42:22","DB_CONNECT_START","Connecting to DuckDB at /srv/shiny-server/.InputDatabase/duckDB/GTdashboardMetrics.duckdb"
"2025-06-18","11:42:22","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-18","11:42:22","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-18","11:42:22","GROUPS_INIT","Found 70 valid groups"
"2025-06-18","11:42:22","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_CT, GenomeTechnologies_Group_BH"
"2025-06-18","11:42:22","GT_EMAILS_AGGREGATED","Aggregated 22 unique GT emails"
